,text,intent_ovr
8011,A modest bump for Clinton in online wagering hours after debate,facts
991,U.S. seeks meeting soon to revive Asia-Pacific 'Quad' security forum,facts
18545,Marseille attack suspect had shown Tunisian passport to police: prosecutor,facts
645,Republican Senator Paul to seek Senate tax plan changes,facts
21136,Iran sees little chance of enemy attack: military chief,facts
14118,"Saudi-led coalition to reopen Yemen's Hodeidah port, Sanaa airport for aid",facts
10158,Georgia governor to veto religious protection seen as anti-gay,facts
14191,Arrested Indonesian parliament speaker pleads to keep his job,facts
5323,New U.S. environmental chief says agency can also be pro-jobs,facts
20960,EU executive to raise pressure on Poland on Wednesday: sources,facts
13236,"Earthquake strikes off Kermadec Islands, no tsunami warning",facts
3854,Trump says he fired FBI chief because he 'wasn't doing a good job',facts
13908,South African appeals court more than doubles Pistorius sentence,facts
3016,Illinois House Democrats push tax freeze to end budget impasse,facts
5258,Trump administration re-evaluating self-driving car guidance,facts
2399,Exclusive: Senate too divided to keep up healthcare push - Senator Hatch,facts
8020,U.S. senator seeks SEC probe of Yahoo disclosure on hacking,facts
6663,White House chiefs of staff welcome new member to ranks,facts
6680,"Oracle CEO Catz to join Trump transition team, remain at Oracle",facts
14581,Turkey's Erdogan says wants Akkuyu nuclear plant foundations laid by end-November: papers,facts
20762,"UK's Prince George starts school, pregnant mum Kate too ill to go",facts
10772,Key U.S. lawmaker suggests openness to encryption legislation after Apple order,facts
17968,"Wait for the talks, says UK PM's spokesman on possible Brexit breakthrough",facts
1697,"Trump, Nikki Haley to share U.S. spotlight at U.N. gathering",facts
12715,Tillerson calls on Saudis to be 'more thoughtful' in Middle East,facts
9416,Senator Durbin cites problems with House Puerto Rico debt bill,facts
7594,"In America's 'Rust Belt,' more voters trust Clinton on trade: Reuters/Ipsos poll",facts
2829,Senate intel panel to seek testimony from Trump Jr.: Senate source,facts
20912,"Mexico, El Salvador, Guatemala urge protections for U.S. 'Dreamers'",facts
6415,Kremlin says it has no compromising dossier on Trump,facts
16715,"Russian serviceman in Chechnya kills four servicemen, then is killed, TASS reports",facts
18446,"U.N. says 78,000 civilians could be trapped in Iraq's Hawija",facts
5764,U.S. military posture unchanged after Iran missile test: Pentagon spokesman,facts
15480,Border crossing closed as body of Pakistani diplomat shot in Afghanistan returned,facts
3311,Paul Ryan cites Trump lack of experience amid FBI Russia probe,facts
16919,"EU's Tusk notes Brexit progress, hopes for trade talks by December",facts
17514,UAE says fully supports new U.S. policy against Iran,facts
16342,Cambodian PM says sanctions wouldn't hurt him,facts
16516,Wider Image: Mexico's indigenous Muslims in Maya heartland,facts
15394,Danish fishermen could be hit hard by Brexit: research report,facts
10329,Trump predicts riots if denied Republican presidential nomination: CNN interview,facts
16542,A poet in the dock as Israel hunts 'lone wolf' assailants online,facts
10263,Obama's Cuba meetings will not be negotiated with Cuban government: White House,facts
7151,Trump confirms he is considering Mattis for U.S. defense post,facts
12288,"Defiant Syrian envoy blames West, Saudis and U.N. as peace talks end",facts
18337,City of Oxford strips Aung San Suu Kyi of human rights award,facts
1495,"Typical U.S. family earning $100,000 to get $1,000 tax cut under Trump plan: aide",facts
13547,"Turkey's Erdogan, Germany's Steinmeier discuss improving relations: Turkish sources",facts
8707,U.S. files suit against DynCorp International over Iraq contract,facts
7127,Trump says will quit Pacific trade deal on day one of presidency,facts
4375,EU says understands aim of U.S. strikes in Syria,facts
13050,South Korean President Moon to visit China Dec. 13-16: Xinhua,facts
9839,House speaker cites progress on Puerto Rico debt bill,facts
5572,Sessions confirmed as U.S. attorney general after battle with Democrats,facts
16338,North Korea to release captured South Korea fishing boat Friday: KCNA,facts
3396,Top court exempts church-affiliated hospitals from pension law,facts
18001,"Kenya police use teargas, shoot in air during opposition march",facts
1186,"NFL policy on anthem kneeling unchanged, despite Trump rebuke",facts
12983,Turkey links U.S. judge in sanctions case to wanted cleric,facts
18441,Indian tycoon Mallya appears in UK court on new money-laundering accusations,facts
6713,"Factbox: Trump to meet tech leaders from Google, Apple, others - sources",facts
4054,U.S. lawmakers say Trump administration still lacks clear North Korea plan,facts
17053,"Ardern to be next New Zealand PM, spelling changes for economy, immigration",facts
18255,German spy agencies want right to destroy stolen data and 'hack back',facts
16931,Iraq top shi'ite cleric Sistani asks government to protect Kurds,facts
8861,"Obama, in shift, says he will keep 8,400 U.S. troops in Afghanistan until 2017",facts
14849,Ireland says new thinking from UK needed for Brexit breakthrough,facts
9237,Influential House conservative says can't back Trump at this time: CNN,facts
9558,Cuba and U.S. officials to meet next week to deepen detente,facts
2489,"Trump to ban transgender U.S. military personnel, reversing Obama",facts
13207,Honduran electoral website shows president 1.59 percent points ahead,facts
2271,U.S. Interior Department rescinds coal valuation rule,facts
13435,"In court first, Swede jailed for rape of children online",facts
15062,Trump says he trusts Putin's denials of election meddling,facts
20480,Merkel challenger spells out conditions for post-election coalition,facts
20810,China's Xi tells Trump that North Korea nuclear issue must be solved via talks,facts
11764,South Africa's new ANC leader Ramaphosa aims to fight corruption,facts
8612,Senior U.S. lawmakers want information on DNC hack declassified,facts
5975,"'Opposites attract,' UK PM calls on Trump to renew special relationship",facts
15623,Center-right leads narrowly in Sicily regional vote: exit polls,facts
17598,"Former friend Malaysia halts all imports from North Korea, data shows",facts
7196,Trump Treasury candidate's bank accused of discrimination,facts
12913,Latin American countries say support Honduran recount,facts
13909,Tiger shot dead in Paris after escaping from circus,facts
9969,Congress sends Obama bill on Zika drug development,facts
13561,Sinai carnage presses Egypt to seek new alliance with tribes,facts
19770,Vietnam finds misconduct in city that will host APEC summit,facts
315,Trump lawyers say judge lacks jurisdiction for defamation lawsuit,facts
11391,"'God bless you', Netanyahu tells Guatemalan president over Jerusalem embassy move",facts
14341,Zimbabwe minister Moyo's Twitter account hacked: family member,facts
15080,Yemen says Saudi-led coalition to allow commercial flights,facts
9965,"Electrical workers in New York City area endorse Clinton, campaign says",facts
10354,Trump will not be charged with 'inciting riot' in North Carolina,facts
11560,China considers punishing those who slander heroes and martyrs,facts
7904,Kremlin: U.S. accusations of Russian cyber attacks are 'nonsense' - Ifax,facts
12622,France's conservatives choose leader to rattle Macron's perch,facts
2753,Pelosi calls for outside commission to probe Russian meddling in U.S. election,facts
13184,Trump still weighing whether to recognize Jerusalem as Israel's capital: Kushner,facts
10253,Hillary Clinton raised $30.1 million in February,facts
19999,UK's May 'receiving regular updates' on London tube station incident: PM's office,facts
17573,Kremlin raps U.S.A for not issuing visas to U.N.-bound officials,facts
15233,Mauritanian blogger who faced death penalty for apostasy to be freed,facts
21303,Former Uzbek leader's daughter to resign as ambassador,facts
9958,Long-stalled email privacy bill advances in Congress,facts
12641,"Syrian government returns to Geneva talks, Western envoys skeptical",facts
11931,"UK counter-terrorism police arrest four, send in bomb disposal team",facts
6684,Climate scientists adjust as Trump builds team of oil allies,facts
19414,Guatemala Congress again votes to maintain president's immunity,facts
2623,House intelligence panel will interview Kushner on Tuesday,facts
11210,Pentagon drops Maine from list of potential missile defense sites,facts
16031,"German police arrest Syrian suspect, avert 'major terrorist attack'",facts
20015,South Korea's Moon says North Korea provocations will result in more isolation,facts
6994,"Factbox: Contenders, picks for key jobs in Trump's administration",facts
8995,Donald Trump heads for Scotland to reopen a golf resort,facts
16352,South Korea says will accept release of South Korean fishing boat from North Korea,facts
12946,Britain has not formally assessed impact of Brexit on economy - Brexit minister,facts
5349,Trump's defense chief says has no problems with media,facts
14193,China says opposes unilateral sanctions after new U.S. curbs target North Korea,facts
21233,Campaign hits TV screens as Australian same-sex marriage vote looms,facts
16986,Exclusive: New data shows race disparities in Canada's bail system,facts
3027,Twenty-two million Americans would lose health coverage under Senate bill: CBO,facts
14927,"Russia's Putin: our work with Turkey, Iran is producing results in Syria",facts
20968,"Putin, in telegram to Syria's Assad, hails 'strategic' Deir al-Zor victory",facts
16737,"Slovakia a pro-European island in its region, PM says",facts
1851,"Ryan hopes to combine DACA, border security in immigration bill: NYT interview",facts
10371,White House narrows search to three for Supreme Court,facts
14998,United resumes Newark-Delhi flights after halt due to poor air quality,facts
18875,'Rain begins with a single drop:' Saudi women rejoice at end of driving ban,facts
16214,"In edgy Kenyan slum, a rumor ends in fires and a death",facts
9630,Democrats gird for fight with Trump in U.S. Rust Belt states,facts
1965,Top advisers in more displays of disagreement with Trump,facts
9247,Congress approves bill updating chemical safety oversight,facts
