,text,subject,intent_ovr
386,"Flynn, Kushner targeted several states in failed U.N. lobbying: diplomats",politicsNews,facts
387,Representative Conyers' future plans to be discussed in 'next day or so': attorney,politicsNews,facts
388,Senate intel panel's top Democrat: Lawmakers will want talk to Kushner again,politicsNews,facts
389,Ex-U.S. NSA employee pleads guilty to taking classified documents,politicsNews,facts
390,"Kushner, former Trump adviser McFarland spoke with Flynn about Russia contacts: CNN",politicsNews,facts
391,U.S. states gird for fight as Trump targets consumer finance watchdog,politicsNews,facts
392,U.S. tax debate employing more than half of Washington's lobbyists: report,politicsNews,facts
393,Republican Senator Corker says cannot support Senate tax bill,politicsNews,facts
394,"Lower taxes, big gains: The stocks poised to win from tax cuts",politicsNews,facts
395,Timeline: U.S. prosecutors lay out Flynn's dealings with Russian ambassador,politicsNews,facts
396,Republican Senator Collins to vote for Senate tax bill: statement,politicsNews,facts
397,Trump says U.S. Secretary of State Tillerson not leaving post,politicsNews,facts
398,House intel panel advances NSA spying bill despite privacy objections,politicsNews,facts
399,Massachusetts senator's husband subject of sex abuse probe,politicsNews,facts
400,Kushner told Flynn to contact Russians last year: NBC News,politicsNews,facts
401,House ethics panel launches wide-ranging probe into sexual harassment claims,politicsNews,facts
402,Republican Senator Daines says he will support tax bill -statement,politicsNews,facts
403,Senate Republicans have 50 votes to pass tax bill: Cornyn,politicsNews,facts
404,Republicans have the votes to pass tax bill in Senate: McConnell,politicsNews,facts
405,U.S. consumer financial watchdog official defies Trump from within agency,politicsNews,facts
406,U.S. remains committed to Libyan political agreement: State Department,politicsNews,facts
407,Former Trump adviser Flynn pleads guilty to lying to FBI,politicsNews,facts
408,Factbox: Five facts about ex-Trump security aide Michael Flynn,politicsNews,facts
409,White House says Flynn's Russia plea implicates Flynn alone,politicsNews,facts
410,"Flynn says cooperating with Russia probe, in best interest of U.S.",politicsNews,facts
411,Flynn prepared to testify Trump directed him to contact Russians: ABC,politicsNews,facts
412,How parents of adopted children foiled a U.S. Republican tax proposal,politicsNews,facts
413,White House staff exits likely as Trump's first year draws to a close: sources,politicsNews,facts
414,Tillerson dismisses talk of his departure as 'laughable',politicsNews,facts
415,Trump plans to meet oil industry reps on U.S. biofuel policy: sources,politicsNews,facts
416,Senate tax bill stalls on deficit-focused 'trigger',politicsNews,facts
417,Trump weighs recognizing Jerusalem as Israel's capital: officials,politicsNews,facts
418,U.S. attorney general Sessions evasive on Russia probe: congressmen,politicsNews,facts
419,Conyers defiant as Democratic leaders call on him to resign,politicsNews,facts
420,Trump urged Senate Republicans to drop panel's Russia probe: NYT,politicsNews,facts
421,Trump taps Fifth Third lawyer McWilliams to lead FDIC,politicsNews,facts
422,Trump considers plan to replace Tillerson with CIA chief: U.S. officials,politicsNews,facts
423,Senate Ethics Committee opens probe of Senator Franken,politicsNews,facts
424,Pompeo might bring assets to 'hellish' secretary of state role,politicsNews,facts
425,"Republican tax bill stumbles on deficit 'trigger,' new options weighed",politicsNews,facts
426,U.S. military to indefinitely delay ban on cluster bombs,politicsNews,facts
427,Factbox: Republicans to watch in U.S. Senate tax bill fight,politicsNews,facts
428,Economic growth to partially offset deficit impact of U.S. tax plan: JCT,politicsNews,facts
429,U.S. Senate panel to vote Tuesday on Powell nomination to lead Fed,politicsNews,facts
430,Mattis on Tillerson departure: 'There's nothing to it',politicsNews,facts
431,Ex-Twitter worker claims responsibility for Trump's account shutdown,politicsNews,facts
432,Trump to give State of the Union address on Jan. 30: White House,politicsNews,facts
433,White House says Tillerson to remain as secretary of state,politicsNews,facts
434,Ex-Trump campaign aide Manafort in $11.65 million bail deal: lawyer,politicsNews,facts
435,Trump's call for military buildup hits bump in Congress,politicsNews,facts
436,Sexual misconduct allegations may roil 2018 U.S. congressional elections,politicsNews,facts
437,U.S. Treasury would run out of cash by early April if debt ceiling not lifted: CBO,politicsNews,facts
438,"Factbox: Five facts about Mike Pompeo, expected to replace Tillerson",politicsNews,facts
439,Texas congressman will not seek re-election in wake of nude photo,politicsNews,facts
440,Congressman Conyers has not thought about resigning: lawyer,politicsNews,facts
441,Factbox: Trump turnover - Tillerson would be latest to leave administration,politicsNews,facts
442,"Tillerson unaware of plan to oust him, Senator Corker says",politicsNews,facts
443,"Factbox: Five facts about Tom Cotton, Trump's likely pick for CIA",politicsNews,facts
444,White House says Tillerson still in charge at State Department,politicsNews,facts
445,Senate tax bill stalls on deficit-focused 'trigger',politicsNews,facts
446,U.S. House Democratic leader Pelosi says Conyers should resign,politicsNews,facts
447,Trump angers UK with truculent tweet to May after sharing far-right videos,politicsNews,facts
448,"U.N. rights boss condemns ""spreading hatred through tweets""",politicsNews,facts
449,Arctic drilling hits speed bumps in U.S. tax bill,politicsNews,facts
450,"Senator Collins says not committed to tax bill, concerned about SALT",politicsNews,facts
451,UK PM May says Donald Trump was wrong to retweet far-right videos,politicsNews,facts
452,Britain's U.S. ambassador discussed Trump retweets with senior White House staff: source,politicsNews,facts
453,Factbox: Trump on Twitter (Nov 30) - NYTimes,politicsNews,facts
454,Trump criticized in Britain and U.S. for sharing anti-Muslim videos,politicsNews,facts
455,"UK PM May is focused on tackling extremism, spokesman says in response to Trump",politicsNews,facts
456,British minister hopes condemnation of Trump tweet has impact,politicsNews,facts
457,U.S. intel committee subpoenas comedian in Russia election meddling probe,politicsNews,facts
458,Kushner met with special counsel Mueller in Russia probe: CNN,politicsNews,facts
459,"Factbox: Trump on Twitter (November 29) - Matt Lauer, North Korea, Tax Cuts",politicsNews,facts
460,Trump nominates Marvin Goodfriend for Fed governor post,politicsNews,facts
461,Trump fires back at Britain's May: 'Don't focus on me',politicsNews,facts
462,"Senate takes step toward passage of tax bill, vote likely this week",politicsNews,facts
463,Republicans in House seek protection for municipal bonds in tax bill,politicsNews,facts
464,Tax trigger idea for Senate tax bill swiftly draws critics,politicsNews,facts
465,Congressman Conyers faces mounting pressure to resign,politicsNews,facts
466,Factbox: Republicans to watch in Senate tax bill fight,politicsNews,facts
467,House bill aims to identify lawmakers in sex harassment cases,politicsNews,facts
468,Democratic Representative Gutierrez hints at 2020 U.S. presidential run,politicsNews,facts
469,Senate Democrat presses Trump campaign advisers for Russia contacts,politicsNews,facts
470,Ex-convict coal magnate says to run for Senate,politicsNews,facts
471,Congressman Conyers not planning to resign: lawyer tells Detroit News,politicsNews,facts
472,Nearly half of Americans oppose Republican tax bill: Reuters/Ipsos poll,politicsNews,facts
473,U.S. lawmaker says House intel panel near consensus on NSA spy program,politicsNews,facts
474,U.S. arms sales jump 25 percent in FY 2017,politicsNews,facts
475,Black caucus members urge U.S. Representative Conyers to resign: sources,politicsNews,facts
476,Trump to host Libyan Prime Minister Sarraj at White House on Friday,politicsNews,facts
477,Trump's son Donald Trump Jr. to meet with House panel Dec. 6: CNN,politicsNews,facts
478,White House does not expect U.S. government shutdown,politicsNews,facts
479,Conyers should resign if accusations are 'founded': No. 2 House Democrat,politicsNews,facts
480,Senate to vote Wednesday on opening debate on tax bill,politicsNews,facts
481,Senate to vote on motion to proceed on tax bill: lawmaker,politicsNews,facts
482,Trump was wrong to retweet UK far-right group: British PM May's spokesman,politicsNews,facts
483,U.S. House Speaker Ryan says up to Conyers whether to resign,politicsNews,facts
484,No. 2 Republican in U.S. House sees conference on tax bill soon,politicsNews,facts
485,"Factbox: Who are Britain First, whose leader's posts Trump re-tweeted?",politicsNews,facts
486,Trump calls for boycott of television network CNN: tweet,politicsNews,facts
487,U.S. court backs Trump in battle over interim consumer watchdog head,politicsNews,facts
488,"Democrats skip Trump meeting, raising risk of government shutdown",politicsNews,facts
489,Senate Republicans shove tax bill ahead as Democrats fume,politicsNews,facts
490,Congress government funding fight seen spilling into 2018,politicsNews,facts
491,Factbox: Republican senators to watch in tax bill fight,politicsNews,facts
492,"Trump to visit Utah next week, expected to announce monument decision",politicsNews,facts
493,Watchdog to depart DHS after tensions over U.S. travel ban report,politicsNews,facts
494,Republican Senator Collins says talks on tax bill 'productive',politicsNews,facts
495,"Factbox: Trump on Twitter (Nov. 28) - NFL, First Lady",politicsNews,facts
496,Consumer agency official English says will be in office Tuesday,politicsNews,facts
497,U.S. Sen. Warren predicts appeal in legal battle over consumer agency,politicsNews,facts
498,Top two Republicans in Congress challenge Democrats to attend Trump meeting,politicsNews,facts
499,"Factbox: From taxes to budget, U.S. Congress's calendar tightens",politicsNews,facts
500,Senate panel votes to advance tax bill,politicsNews,facts
501,Tillerson 'offended' by claims of State Department's hollowing out,politicsNews,facts
502,Trump to make remarks at White House at 3 p.m. EST,politicsNews,facts
503,U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo,politicsNews,facts
504,Russian envoy to U.S. to inspect San Francisco consulate: RIA,politicsNews,facts
505,White House to Democratic leaders: 'stop the political grandstanding',politicsNews,facts
506,Top Democrats in Congress say won't meet with Trump as planned,politicsNews,facts
507,U.S. Senate liberals propose new steps for Puerto Rico recovery,politicsNews,facts
508,Trump: 'I don't see a deal' with Democrats on keeping government open,politicsNews,facts
